0,4010
1,6010
2,2020
5,2010
9,1510
11,2520
13,4520
14,2030
16,2550
18,5510
19,3510
26,2540
32,3020
37,1010
39,3010
45,2530
56,3520
61,4020
87,4510
101,3030
127,2510
167,4030
188,4530
744,5010
